label,name,size,copies,labels_in_group,parent,path
bench_press,v_BenchPress_g24_c06.avi,250574,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g24_c06.avi
bench_press,v_BenchPress_g24_c02.avi,218648,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g24_c02.avi
bench_press,v_BenchPress_g24_c02.avi,218648,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g24_c02.avi
bench_press,v_BenchPress_g24_c02.avi,218648,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g24_c02.avi
bench_press,v_BenchPress_g13_c05.avi,430544,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g13_c05.avi
bench_press,v_BenchPress_g13_c05.avi,430544,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g13_c05.avi
bench_press,v_BenchPress_g13_c05.avi,430544,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g13_c05.avi
bench_press,v_BenchPress_g03_c05.avi,248564,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g03_c05.avi
bench_press,v_BenchPress_g03_c05.avi,248564,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g03_c05.avi
bench_press,v_BenchPress_g03_c05.avi,248564,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g03_c05.avi
bench_press,v_BenchPress_g25_c07.avi,374658,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g25_c07.avi
bench_press,v_BenchPress_g25_c07.avi,374658,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g25_c07.avi
bench_press,v_BenchPress_g25_c07.avi,374658,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g25_c07.avi
bench_press,v_BenchPress_g25_c06.avi,365974,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g25_c06.avi
bench_press,v_BenchPress_g25_c06.avi,365974,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g25_c06.avi
bench_press,v_BenchPress_g25_c06.avi,365974,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g25_c06.avi
bench_press,v_BenchPress_g03_c04.avi,305532,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g03_c04.avi
bench_press,v_BenchPress_g03_c04.avi,305532,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g03_c04.avi
bench_press,v_BenchPress_g03_c04.avi,305532,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g03_c04.avi
bench_press,v_BenchPress_g13_c04.avi,446924,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g13_c04.avi
bench_press,v_BenchPress_g13_c04.avi,446924,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g13_c04.avi
bench_press,v_BenchPress_g13_c04.avi,446924,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g13_c04.avi
bench_press,v_BenchPress_g24_c03.avi,205714,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g24_c03.avi
bench_press,v_BenchPress_g24_c03.avi,205714,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g24_c03.avi
bench_press,v_BenchPress_g24_c03.avi,205714,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g24_c03.avi
bench_press,v_BenchPress_g12_c01.avi,221658,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g12_c01.avi
bench_press,v_BenchPress_g12_c01.avi,221658,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g12_c01.avi
bench_press,v_BenchPress_g12_c01.avi,221658,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g12_c01.avi
bench_press,v_BenchPress_g02_c01.avi,292506,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g02_c01.avi
bench_press,v_BenchPress_g02_c01.avi,292506,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g02_c01.avi
bench_press,v_BenchPress_g02_c01.avi,292506,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g02_c01.avi
bench_press,v_BenchPress_g12_c03.avi,589336,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g12_c03.avi
bench_press,v_BenchPress_g12_c03.avi,589336,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g12_c03.avi
bench_press,v_BenchPress_g12_c03.avi,589336,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g12_c03.avi
bench_press,v_BenchPress_g02_c03.avi,703758,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g02_c03.avi
bench_press,v_BenchPress_g02_c03.avi,703758,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g02_c03.avi
bench_press,v_BenchPress_g02_c03.avi,703758,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g02_c03.avi
bench_press,v_BenchPress_g24_c01.avi,217616,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g24_c01.avi
bench_press,v_BenchPress_g24_c01.avi,217616,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g24_c01.avi
bench_press,v_BenchPress_g24_c01.avi,217616,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g24_c01.avi
bench_press,v_BenchPress_g03_c06.avi,241148,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g03_c06.avi
bench_press,v_BenchPress_g03_c06.avi,241148,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g03_c06.avi
bench_press,v_BenchPress_g03_c06.avi,241148,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g03_c06.avi
bench_press,v_BenchPress_g13_c06.avi,328312,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g13_c06.avi
bench_press,v_BenchPress_g13_c06.avi,328312,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g13_c06.avi
bench_press,v_BenchPress_g13_c06.avi,328312,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g13_c06.avi
bench_press,v_BenchPress_g25_c04.avi,617242,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g25_c04.avi
bench_press,v_BenchPress_g25_c04.avi,617242,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g25_c04.avi
bench_press,v_BenchPress_g25_c04.avi,617242,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g25_c04.avi
bench_press,v_BenchPress_g25_c05.avi,623692,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g25_c05.avi
bench_press,v_BenchPress_g25_c05.avi,623692,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g25_c05.avi
bench_press,v_BenchPress_g25_c05.avi,623692,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g25_c05.avi
bench_press,v_BenchPress_g13_c07.avi,327154,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g13_c07.avi
bench_press,v_BenchPress_g13_c07.avi,327154,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g13_c07.avi
bench_press,v_BenchPress_g13_c07.avi,327154,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g13_c07.avi
bench_press,v_BenchPress_g03_c07.avi,255846,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g03_c07.avi
bench_press,v_BenchPress_g03_c07.avi,255846,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g03_c07.avi
bench_press,v_BenchPress_g03_c07.avi,255846,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g03_c07.avi
bench_press,v_BenchPress_g02_c02.avi,346738,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g02_c02.avi
bench_press,v_BenchPress_g02_c02.avi,346738,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g02_c02.avi
bench_press,v_BenchPress_g02_c02.avi,346738,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g02_c02.avi
bench_press,v_BenchPress_g12_c02.avi,212910,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g12_c02.avi
bench_press,v_BenchPress_g12_c02.avi,212910,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g12_c02.avi
bench_press,v_BenchPress_g12_c02.avi,212910,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g12_c02.avi
bench_press,v_BenchPress_g01_c05.avi,294794,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g01_c05.avi
bench_press,v_BenchPress_g01_c05.avi,294794,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g01_c05.avi
bench_press,v_BenchPress_g01_c05.avi,294794,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g01_c05.avi
bench_press,v_BenchPress_g11_c05.avi,349636,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g11_c05.avi
bench_press,v_BenchPress_g11_c05.avi,349636,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g11_c05.avi
bench_press,v_BenchPress_g11_c05.avi,349636,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g11_c05.avi
bench_press,v_BenchPress_g19_c03.avi,233686,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g19_c03.avi
bench_press,v_BenchPress_g19_c03.avi,233686,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g19_c03.avi
bench_press,v_BenchPress_g19_c03.avi,233686,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g19_c03.avi
bench_press,v_BenchPress_g09_c03.avi,234640,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g09_c03.avi
bench_press,v_BenchPress_g09_c03.avi,234640,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g09_c03.avi
bench_press,v_BenchPress_g09_c03.avi,234640,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g09_c03.avi
bench_press,v_BenchPress_g08_c06.avi,275242,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g08_c06.avi
bench_press,v_BenchPress_g08_c06.avi,275242,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g08_c06.avi
bench_press,v_BenchPress_g08_c06.avi,275242,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g08_c06.avi
bench_press,v_BenchPress_g18_c06.avi,338298,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g18_c06.avi
bench_press,v_BenchPress_g18_c06.avi,338298,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g18_c06.avi
bench_press,v_BenchPress_g18_c06.avi,338298,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g18_c06.avi
bench_press,v_BenchPress_g18_c07.avi,242918,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g18_c07.avi
bench_press,v_BenchPress_g18_c07.avi,242918,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g18_c07.avi
bench_press,v_BenchPress_g18_c07.avi,242918,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g18_c07.avi
bench_press,v_BenchPress_g08_c07.avi,228478,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g08_c07.avi
bench_press,v_BenchPress_g08_c07.avi,228478,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g08_c07.avi
bench_press,v_BenchPress_g08_c07.avi,228478,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g08_c07.avi
bench_press,v_BenchPress_g09_c02.avi,226106,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g09_c02.avi
bench_press,v_BenchPress_g09_c02.avi,226106,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g09_c02.avi
bench_press,v_BenchPress_g09_c02.avi,226106,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g09_c02.avi
bench_press,v_BenchPress_g19_c02.avi,242544,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g19_c02.avi
bench_press,v_BenchPress_g19_c02.avi,242544,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g19_c02.avi
bench_press,v_BenchPress_g19_c02.avi,242544,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g19_c02.avi
bench_press,v_BenchPress_g11_c04.avi,718614,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g11_c04.avi
bench_press,v_BenchPress_g11_c04.avi,718614,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g11_c04.avi
bench_press,v_BenchPress_g11_c04.avi,718614,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g11_c04.avi
bench_press,v_BenchPress_g01_c04.avi,349182,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g01_c04.avi
bench_press,v_BenchPress_g01_c04.avi,349182,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g01_c04.avi
bench_press,v_BenchPress_g01_c04.avi,349182,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g01_c04.avi
bench_press,v_BenchPress_g10_c01.avi,326154,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g10_c01.avi
bench_press,v_BenchPress_g10_c01.avi,326154,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g10_c01.avi
bench_press,v_BenchPress_g10_c01.avi,326154,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g10_c01.avi
bench_press,v_BenchPress_g10_c03.avi,686714,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g10_c03.avi
bench_press,v_BenchPress_g10_c03.avi,686714,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g10_c03.avi
bench_press,v_BenchPress_g10_c03.avi,686714,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g10_c03.avi
bench_press,v_BenchPress_g01_c06.avi,368440,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g01_c06.avi
bench_press,v_BenchPress_g01_c06.avi,368440,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g01_c06.avi
bench_press,v_BenchPress_g01_c06.avi,368440,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g01_c06.avi
bench_press,v_BenchPress_g18_c05.avi,341598,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g18_c05.avi
bench_press,v_BenchPress_g18_c05.avi,341598,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g18_c05.avi
bench_press,v_BenchPress_g18_c05.avi,341598,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g18_c05.avi
bench_press,v_BenchPress_g08_c05.avi,554018,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g08_c05.avi
bench_press,v_BenchPress_g08_c05.avi,554018,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g08_c05.avi
bench_press,v_BenchPress_g08_c05.avi,554018,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g08_c05.avi
bench_press,v_BenchPress_g08_c04.avi,189752,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g08_c04.avi
bench_press,v_BenchPress_g08_c04.avi,189752,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g08_c04.avi
bench_press,v_BenchPress_g08_c04.avi,189752,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g08_c04.avi
bench_press,v_BenchPress_g18_c04.avi,381582,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g18_c04.avi
bench_press,v_BenchPress_g18_c04.avi,381582,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g18_c04.avi
bench_press,v_BenchPress_g18_c04.avi,381582,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g18_c04.avi
bench_press,v_BenchPress_g19_c01.avi,258264,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g19_c01.avi
bench_press,v_BenchPress_g19_c01.avi,258264,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g19_c01.avi
bench_press,v_BenchPress_g19_c01.avi,258264,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g19_c01.avi
bench_press,v_BenchPress_g09_c01.avi,274320,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g09_c01.avi
bench_press,v_BenchPress_g09_c01.avi,274320,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g09_c01.avi
bench_press,v_BenchPress_g09_c01.avi,274320,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g09_c01.avi
bench_press,v_BenchPress_g10_c02.avi,317322,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g10_c02.avi
bench_press,v_BenchPress_g10_c02.avi,317322,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g10_c02.avi
bench_press,v_BenchPress_g10_c02.avi,317322,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g10_c02.avi
bench_press,v_BenchPress_g11_c03.avi,289806,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g11_c03.avi
bench_press,v_BenchPress_g11_c03.avi,289806,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g11_c03.avi
bench_press,v_BenchPress_g11_c03.avi,289806,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g11_c03.avi
bench_press,v_BenchPress_g01_c03.avi,344872,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g01_c03.avi
bench_press,v_BenchPress_g01_c03.avi,344872,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g01_c03.avi
bench_press,v_BenchPress_g01_c03.avi,344872,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g01_c03.avi
bench_press,v_BenchPress_g09_c05.avi,210708,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g09_c05.avi
bench_press,v_BenchPress_g09_c05.avi,210708,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g09_c05.avi
bench_press,v_BenchPress_g09_c05.avi,210708,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g09_c05.avi
bench_press,v_BenchPress_g19_c05.avi,338538,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g19_c05.avi
bench_press,v_BenchPress_g19_c05.avi,338538,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g19_c05.avi
bench_press,v_BenchPress_g19_c05.avi,338538,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g19_c05.avi
bench_press,v_BenchPress_g08_c01.avi,208150,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g08_c01.avi
bench_press,v_BenchPress_g08_c01.avi,208150,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g08_c01.avi
bench_press,v_BenchPress_g08_c01.avi,208150,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g08_c01.avi
bench_press,v_BenchPress_g18_c01.avi,286506,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g18_c01.avi
bench_press,v_BenchPress_g18_c01.avi,286506,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g18_c01.avi
bench_press,v_BenchPress_g18_c01.avi,286506,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g18_c01.avi
bench_press,v_BenchPress_g19_c04.avi,676842,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g19_c04.avi
bench_press,v_BenchPress_g19_c04.avi,676842,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g19_c04.avi
bench_press,v_BenchPress_g19_c04.avi,676842,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g19_c04.avi
bench_press,v_BenchPress_g09_c04.avi,232376,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g09_c04.avi
bench_press,v_BenchPress_g09_c04.avi,232376,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/Archived_Datasets/ucf50/UCF50/BenchPress/v_BenchPress_g09_c04.avi
bench_press,v_BenchPress_g09_c04.avi,232376,3,bench_press,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_BenchPress_g09_c04.avi
bench_press,v_BenchPress_g01_c02.avi,561880,3,bench_press,BenchPress,/Users/josephkamil/Desktop/Capstone/BenchPress/v_BenchPress_g01_c02.avi
